0 ,  0.9360601 ,  Social norms ,  Consideration of social norms
4567 ,  0.1256001 ,  Self-actualization ,  Listening skills
4568 ,  0.1255276 ,  Compassion ,  Fair
4569 ,  0.12532888 ,  Value ,  Consideration for others' opinions
4570 ,  0.12530455 ,  Ability to communicate effectively ,  Risk-taking
4571 ,  0.12529474 ,  Value ,  Respect for the privacy of others
4572 ,  0.12499064 ,  Consequences of ,  Honesty and accountability
4573 ,  0.12481977 ,  Risk assessment for misconduct ,  Listening skills
4574 ,  0.12476432 ,  Respect for ,  Relationship dynamics
4575 ,  0.12454352 ,  Fostering positive relationships ,  Justice in the law
4576 ,  0.12453864 ,  Responsibility ,  Friends
4577 ,  0.12432018 ,  Cultural norms ,  Providing feedback and support
4578 ,  0.123925306 ,  Financial gain ,  Integrity in personal decisions
4579 ,  0.12390613 ,  Professionalism in behavior ,  Friends
4580 ,  0.12377309 ,  Fair ,  Responsibility for actions
4581 ,  0.12348869 ,  Understanding of societal norms ,  Listening skills
4582 ,  0.12306896 ,  Financial gain ,  Consideration of
4583 ,  0.12287152 ,  Relationship building ,  Harmful consequences
4584 ,  0.122736745 ,  Selfishness ,  Justice in the law
4585 ,  0.12246272 ,  Communication ,  Justice in the law
4586 ,  0.12228067 ,  Personal value judgement ,  Appreciating diversity
4587 ,  0.12223838 ,  Ability to communicate effectively ,  Value
4588 ,  0.12208542 ,  Collaboration ,  Emotional regulation
4589 ,  0.12203024 ,  Empathy towards others' choices ,  Value
4590 ,  0.12191352 ,  Openness ,  Responsibility
4591 ,  0.12167688 ,  Respect for diversity and difference ,  Taking responsibility for one's own actions
4592 ,  0.121576086 ,  Promo ,  Risk-taking
4593 ,  0.121562034 ,  Financial gain ,  Relationship dynamics
4594 ,  0.12133488 ,  Fair ,  Consider
4595 ,  0.1212608 ,  Fair ,  Building self-awareness
4596 ,  0.12092637 ,  Legal ramifications ,  Empathy towards others' choices
4597 ,  0.120485656 ,  Value ,  Friends
4598 ,  0.12036593 ,  Communication ,  Risk-taking
4599 ,  0.12034828 ,  Empathy towards others' needs ,  Justice in the law
4600 ,  0.11951237 ,  Commitment to a cause ,  Humor
4601 ,  0.119461924 ,  Humor ,  Consideration for others' opinions
4602 ,  0.119236074 ,  Empowerment through communication ,  Harmful consequences
4603 ,  0.11896375 ,  Harmful effects of societal influences ,  Justice in the law
4604 ,  0.11891664 ,  Listening skills ,  Harmful consequences
4605 ,  0.11876166 ,  Harmful effects of societal influences ,  Fair
4606 ,  0.11871129 ,  Commitment to personal goals ,  Harmful consequences
4607 ,  0.11870396 ,  Legal ramifications ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self
4608 ,  0.11868538 ,  Consideration of others' comfort ,  Self-expression
4609 ,  0.118575394 ,  Fair ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self
4610 ,  0.11852111 ,  Harmful effects of societal influences ,  Friends
4611 ,  0.118358254 ,  Self-control ,  Humor
4612 ,  0.11824842 ,  Justice in the law ,  Listening skills
4613 ,  0.11807074 ,  Self-actualization ,  Risk-taking
4614 ,  0.11789861 ,  Financial gain ,  Self-actualization
4615 ,  0.11786063 ,  Openness ,  Justice in the law
4616 ,  0.11784049 ,  Empathy towards others' needs ,  Legal ramifications
4617 ,  0.117829025 ,  Taking responsibility ,  Listening skills
4618 ,  0.117712185 ,  Respect for personal property ,  Collaboration
4619 ,  0.11768702 ,  Professionalism in behavior ,  Promo
4620 ,  0.117580816 ,  Consequences of ,  Selfishness
4621 ,  0.11734207 ,  Legal ramifications ,  Self-actualization
4622 ,  0.11699708 ,  Relationship building ,  Justice in the law
4623 ,  0.116770625 ,  Appreciating diversity ,  Emotional regulation
4624 ,  0.116517946 ,  Supportiveness ,  Justice in the law
4625 ,  0.116280004 ,  Commitment to personal goals ,  Harmful effects of societal influences
4626 ,  0.11616374 ,  Consent and acceptance of differences ,  Self-expression
4627 ,  0.11612757 ,  Consent and acceptance of differences ,  Value
4628 ,  0.116072565 ,  Consideration for others' opinions ,  Friends
4629 ,  0.115617916 ,  Consequences of ,  Openness
4630 ,  0.1147402 ,  Respect for others' personal choices and beliefs ,  Humor
4631 ,  0.1142127 ,  Financial gain ,  Responsibility
4632 ,  0.114092864 ,  Communication ,  Respect for others' possessions
4633 ,  0.113888726 ,  Empower ,  Consent and acceptance of differences
4634 ,  0.11375138 ,  Understanding of Biological and Emotional Change ,  Collaboration
4635 ,  0.113389306 ,  Communication ,  Respect for others' personal choices and beliefs
4636 ,  0.11332855 ,  Promo ,  Harmful consequences
4637 ,  0.113184094 ,  Social norms ,  Providing feedback and support
4638 ,  0.11309275 ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self ,  Friends
4639 ,  0.11302225 ,  Respect for the individual's autonomy ,  Consequences of
4640 ,  0.11299599 ,  Recognition and appreciation ,  Risk assessment for misconduct
4641 ,  0.11255435 ,  Consideration of others' comfort ,  Self-actualization
4642 ,  0.112360634 ,  Fostering a relationship ,  Harmful consequences
4643 ,  0.112100214 ,  Empowerment through communication ,  Risk-taking
4644 ,  0.11139831 ,  Communication ,  Respect for personal property
4645 ,  0.11134486 ,  Financial gain ,  Respect for private property
4646 ,  0.111187465 ,  Openness ,  Consideration of implications of actions
4647 ,  0.11109552 ,  Friends ,  Appreciating diversity
4648 ,  0.11087984 ,  Risk assessment for misconduct ,  Supportiveness
4649 ,  0.11051469 ,  Social norms ,  Listening skills
4650 ,  0.110241935 ,  Fairness and honesty in decision- ,  Consequences of
4651 ,  0.109923884 ,  Selfishness ,  Appreciating diversity
4652 ,  0.10962254 ,  Self-interest: Having ,  Appreciating diversity
4653 ,  0.1095382 ,  Legal ramifications ,  Empathy towards others' situations
4654 ,  0.10934472 ,  Autonomy in decision-making ,  Fair
4655 ,  0.10921244 ,  Promo ,  Taking responsibility for one's own actions
4656 ,  0.108756974 ,  Openness ,  Friends
4657 ,  0.10863932 ,  Autonomy in decision-making ,  Consequences of
4658 ,  0.10842569 ,  Consequences of ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self
4659 ,  0.10786644 ,  Belief in one's own abilities ,  Harmful consequences
4660 ,  0.10775286 ,  Fair ,  Value of relationships
4661 ,  0.107654 ,  Consequences of ,  Appreciating diversity
4662 ,  0.10732356 ,  Financial gain ,  Empathy towards others' preferences
4663 ,  0.10703818 ,  Risk assessment for misconduct ,  Understanding boundaries
4664 ,  0.10690282 ,  Financial gain ,  Respect for others' possessions
4665 ,  0.10679929 ,  Appreciating diversity ,  Ethical Living
4666 ,  0.106784 ,  Consider ,  Promo
4667 ,  0.106681675 ,  Compassion ,  Self-actualization
4668 ,  0.10627115 ,  Self-control ,  Value
4669 ,  0.10560475 ,  Consideration of others' comfort ,  Value
4670 ,  0.1055134 ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self ,  Value
4671 ,  0.10550228 ,  Cultural norms ,  Risk-taking
4672 ,  0.10497759 ,  Financial gain ,  Legal ramifications
4673 ,  0.104962125 ,  Responsibility in dealing with others ,  Appreciating diversity
4674 ,  0.104751825 ,  Ethical responsibility towards others ,  Appreciating diversity
4675 ,  0.104568414 ,  Empathy towards others' preferences ,  Legal ramifications
4676 ,  0.10454058 ,  Risk assessment for misconduct ,  Relationship dynamics
4677 ,  0.10435741 ,  Relationship building ,  Legal ramifications
4678 ,  0.10426727 ,  Risk assessment for misconduct ,  Self-expression
4679 ,  0.104094505 ,  Commitment to personal goals ,  Listening skills
4680 ,  0.10388377 ,  Openness ,  Social responsibility
4681 ,  0.10262561 ,  Consequences of ,  Self-interest: Having
4682 ,  0.10250196 ,  Respect for diversity and difference ,  Self-actualization
4683 ,  0.10179368 ,  Fair ,  Understanding the social dynamics
4684 ,  0.10142581 ,  Self-actualization ,  Providing feedback and support
4685 ,  0.10138835 ,  Financial gain ,  Friends
4686 ,  0.10100611 ,  Respect for diversity and difference ,  Friends
4687 ,  0.100847036 ,  Communication ,  Consideration for others' opinions
4688 ,  0.100804314 ,  Understanding of Biological and Emotional Change ,  Legal ramifications
4689 ,  0.10077471 ,  Commitment to personal goals ,  Legal ramifications
4690 ,  0.100426055 ,  Risk assessment for misconduct ,  Emotional regulation
4691 ,  0.09982322 ,  Fair ,  Ethical communication and support systems
4692 ,  0.09980059 ,  Ability to communicate effectively ,  Justice in the law
4693 ,  0.09955684 ,  Risk assessment for misconduct ,  Self-actualization
4694 ,  0.09925792 ,  Respect for private property ,  Consequences of
4695 ,  0.0992439 ,  Listening skills ,  Risk-taking
4696 ,  0.09818583 ,  Respect for others' feelings ,  Legal ramifications
4697 ,  0.09804306 ,  Respect for private property ,  Collaboration
4698 ,  0.097797625 ,  Risk assessment for misconduct ,  Appreciation
4699 ,  0.09761136 ,  Value ,  Fostering positive relationships
4700 ,  0.09758928 ,  Listening skills ,  Respect for others' possessions
4701 ,  0.09738869 ,  Consideration of others' comfort ,  Justice in the law
4702 ,  0.09727733 ,  Empathy towards others' preferences ,  Justice in the law
4703 ,  0.09726046 ,  Respect for personal property ,  Promo
4704 ,  0.09705334 ,  Empathy towards others' preferences ,  Fair
4705 ,  0.096865855 ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self ,  Harmful consequences
4706 ,  0.0961385 ,  Risk assessment for misconduct ,  Empower
4707 ,  0.09613234 ,  Friends ,  Responsibility for actions
4708 ,  0.09608844 ,  Respect for private property ,  Understanding of Biological and Emotional Change
4709 ,  0.09572693 ,  Empathy towards others' situations ,  Promo
4710 ,  0.095669985 ,  Financial gain ,  Taking responsibility
4711 ,  0.09390674 ,  Harmful effects of societal influences ,  Humor
4712 ,  0.09381673 ,  Friends ,  Risk-taking
4713 ,  0.093763374 ,  Risk assessment for misconduct ,  Collaboration
4714 ,  0.09369358 ,  Commitment to a cause ,  Value
4715 ,  0.09349771 ,  Friends ,  Taking responsibility for one's own actions
4716 ,  0.09321595 ,  Financial gain ,  Ethical Living
4717 ,  0.09287013 ,  Legal ramifications ,  Building self-awareness
4718 ,  0.09244452 ,  Appreciating diversity ,  Harmful consequences
4719 ,  0.09231318 ,  Honesty in social interactions ,  Harmful consequences
4720 ,  0.091429085 ,  Communication ,  Personal value judgement
4721 ,  0.09138558 ,  Empowerment through communication ,  Risk assessment for misconduct
4722 ,  0.09138411 ,  Listening skills ,  Social responsibility
4723 ,  0.09108278 ,  Respect for personal property ,  Friends
4724 ,  0.09099863 ,  Consent and acceptance of differences ,  Self-actualization
4725 ,  0.09016237 ,  Value ,  Building self-awareness
4726 ,  0.090036415 ,  Financial gain ,  Healthy interpersonal relationships
4727 ,  0.08978504 ,  Respect for others' feelings ,  Promo
4728 ,  0.08978173 ,  Openness ,  Responsibility for actions
4729 ,  0.08918507 ,  Justice in the law ,  Emotional regulation
4730 ,  0.089121826 ,  Respect for private property ,  Promo
4731 ,  0.08896291 ,  Financial gain ,  Integrity in action
4732 ,  0.08879427 ,  Autonomy ,  Harmful consequences
4733 ,  0.08872145 ,  Value ,  Taking responsibility for one's own actions
4734 ,  0.08826826 ,  Cultural norms ,  Value
4735 ,  0.08814138 ,  Fair ,  Taking responsibility for one's own actions
4736 ,  0.0880715 ,  Consequences of ,  Self-expression
4737 ,  0.0880242 ,  Empathy towards others' preferences ,  Promo
4738 ,  0.08799058 ,  Self-expression ,  Providing feedback and support
4739 ,  0.087726474 ,  Justice in the law ,  Appreciating diversity
4740 ,  0.08695832 ,  Personal value judgement ,  Promo
4741 ,  0.086700276 ,  Consequences of ,  Fair
4742 ,  0.08664648 ,  Harmful effects of societal influences ,  Promo
4743 ,  0.08653487 ,  Responsibility in dealing with others ,  Openness
4744 ,  0.086443305 ,  Consequences of ,  Friends
4745 ,  0.08640519 ,  Financial gain ,  Consideration for others' feelings
4746 ,  0.08602284 ,  Openness ,  Harmful consequences
4747 ,  0.08572306 ,  Financial gain ,  Consideration of implications of actions
4748 ,  0.08536587 ,  Taking responsibility ,  Friends
4749 ,  0.0851451 ,  Financial gain ,  Awareness of shared experiences
4750 ,  0.08509961 ,  Respect for diversity and difference ,  Risk-taking
4751 ,  0.08498867 ,  Prioritizing relationships ,  Humor
4752 ,  0.084033094 ,  Risk assessment for misconduct ,  Fostering positive relationships
4753 ,  0.08402107 ,  Understanding of Biological and Emotional Change ,  Friends
4754 ,  0.0840064 ,  Harmful effects of societal influences ,  Self-actualization
4755 ,  0.08358362 ,  Fair ,  Providing feedback and support
4756 ,  0.08334929 ,  Consequences of ,  Honesty and integrity
4757 ,  0.08302124 ,  Risk assessment for misconduct ,  Fair
4758 ,  0.082483575 ,  Humor ,  Building self-awareness
4759 ,  0.08226106 ,  Fairness and honesty in decision- ,  Promo
4760 ,  0.08201878 ,  Appreciating diversity ,  Social responsibility
4761 ,  0.08201104 ,  Financial gain ,  Risk assessment for misconduct
4762 ,  0.08189534 ,  Commitment to personal goals ,  Cultural norms
4763 ,  0.08174313 ,  Communication ,  Respect for private property
4764 ,  0.08146894 ,  Friends ,  Consideration of implications of actions
4765 ,  0.081349194 ,  Self-interest: Having ,  Harmful consequences
4766 ,  0.081318885 ,  Respect for diversity and difference ,  Emotional regulation
4767 ,  0.08089212 ,  Harmful effects of societal influences ,  Honesty
4768 ,  0.08074961 ,  Legal ramifications ,  Appreciating diversity
4769 ,  0.080654174 ,  Legal ramifications ,  Fostering positive relationships
4770 ,  0.080257125 ,  Understanding of Biological and Emotional Change ,  Promo
4771 ,  0.08002471 ,  Harmful consequences ,  Honesty
4772 ,  0.07989773 ,  Respect for private property ,  Humor
4773 ,  0.07956302 ,  Understanding the effects of inappropriate communication ,  Justice in the law
4774 ,  0.07949649 ,  Empathy towards others' needs ,  Promo
4775 ,  0.0787803 ,  Fair ,  Risk-taking
4776 ,  0.078577206 ,  Financial gain ,  Humor
4777 ,  0.07849887 ,  Fair ,  Self-expression
4778 ,  0.0781875 ,  Respect for individual choices ,  Promo
4779 ,  0.07802164 ,  Financial gain ,  Appreciating diversity
4780 ,  0.07800311 ,  Commitment to personal goals ,  Openness
4781 ,  0.07784198 ,  Belief in one's own abilities ,  Friends
4782 ,  0.07758154 ,  Self-control ,  Harmful consequences
4783 ,  0.077414736 ,  Ability to communicate effectively ,  Respect for personal property
4784 ,  0.07701054 ,  Commitment to personal goals ,  Justice in the law
4785 ,  0.07651135 ,  Financial gain ,  Fair
4786 ,  0.0762694 ,  Providing feedback and support ,  Justice in the law
4787 ,  0.07604353 ,  Fair ,  Commitment to values
4788 ,  0.07600795 ,  Respect for the individual's autonomy ,  Harmful consequences
4789 ,  0.07590473 ,  Financial gain ,  Empathy towards others' needs
4790 ,  0.07521827 ,  Communication ,  Legal ramifications
4791 ,  0.07517092 ,  Personal value judgement ,  Fostering a relationship
4792 ,  0.07514872 ,  Taking responsibility ,  Openness
4793 ,  0.0751413 ,  Autonomy in decision-making ,  Humor
